Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],1.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Add 'apex_vec_z', [Baseline][M3] Add 'xy_area_resid', [Baseline][M3] Add 'radius_ratio_resid'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'pca_z_clean', [Baseline][M1] Add 'dwt_energy_detail', [Baseline][M1] Add 'clean_range_Y'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'slope_xy_clean', [Baseline][M1] Add 'clean_range_Z', [Baseline][M1] Add 'dwt_energy_detail'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Add 'dwt_energy_detail', [Experimental_Update][M1] Remove 'helix_thickness'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,35,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Add 'clean_range_Z', [Experimental_Update][M1] Add 'dwt_energy_detail'"
2,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,25,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M2] Add 'ideal_length_pc1', [Baseline][M2] Add 'slope_xy_clean', [Baseline][M2] Add 'xy_area_resid'"
3,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Add 'apex_vec_z', [Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'xy_area_resid'"
3,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'max_reach', [Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Remove 'radius_ratio_resid'"
3,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'helix_thickness', [Experimental_Update][M1] Remove 'radius_ratio_resid', [Experimental_Update][M1] Remove 'deviation_max'"
4,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,28,vertical,diagonal_left,M3 (Missed Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Remove 'clean_range_X', [Baseline][M3] Remove 'pca_1_z', [Baseline][M3] Add 'ratio_pca_resid'"
4,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,23,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M2] Add 'apex_vec_x', [Baseline][M2] Add 'ideal_length_pc1', [Baseline][M2] Add 'xy_area_resid'"
5,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],0.5,44,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Add 'jerk_smooth', [Baseline][M3] Add 'xy_area_resid', [Baseline][M3] Add 'Y_iqr'"
5,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],1.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'linearity_resid'"
5,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,28,vertical,diagonal_left,M3 (Missed Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Add 'apex_vec_z', [Baseline][M3] Add 'xy_area_resid', [Baseline][M3] Remove 'pca_1_z'"
5,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,11,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Add 'apex_vec_z', [Baseline][M3] Add 'jerk_smooth', [Baseline][M3] Add 'linearity_shape'"
5,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,8,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'helix_thickness', [Baseline][M3] Remove 'pca_1_z'"
5,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['clean_range_X', 'clean_range_Y', 'clean_range_Z', 'pca_z_clean', 'pca_1_z']","[Baseline][M3] Add 'jerk_smooth', [Baseline][M3] Add 'xy_area_resid', [Baseline][M3] Add 'max_reach'"
