Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],0.5,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M3] Add 'range_Y', [Baseline][M3] Add 'apex_vec_y', [Baseline][M3] Add 'turn_angle_sum'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],1.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M3] Add 'range_Y', [Baseline][M3] Add 'apex_vec_y', [Baseline][M3] Remove 'Z_iqr'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],1.0,53,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M2] Add 'xy_area_resid', [Baseline][M2] Remove 'pca_z', [Baseline][M2] Add 'corr_xy'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],1.0,55,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M2] Add 'apex_vec_y', [Baseline][M2] Add 'apex_vec_z', [Baseline][M2] Add 'range_X'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,34,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']",[Baseline][M1] Remove 'corr_xy'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Remove 'corr_xy', [Baseline][M1] Add 'apex_vec_x'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,36,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Add 'Y_iqr', [Baseline][M1] Remove 'linearity_resid_ratio'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']",[Baseline][M1] Remove 'linearity_resid_ratio'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,41,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'Y_iqr', [Baseline][M1] Remove 'linearity_resid_ratio', [Baseline][M1] Add 'pca_z'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,43,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['apex_vec_x', 'apex_vec_y']",[Baseline][M4] Add 'apex_vec_z'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,44,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['apex_vec_x', 'apex_vec_y']","[Baseline][M4] Remove 'apex_vec_y', [Baseline][M4] Add 'apex_vec_z'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,46,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['apex_vec_x', 'apex_vec_y']",[Baseline][M4] Add 'apex_vec_z'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,47,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']",No simple fix found
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,48,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']",[Baseline][M4] Remove 'apex_vec_y'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,49,diagonal_right,diagonal_left,M4 (R->L Fail),M4,"['apex_vec_x', 'apex_vec_y']",[Baseline][M4] Remove 'apex_vec_y'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,50,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M3] Add 'range_Y', [Baseline][M3] Add 'apex_vec_y', [Baseline][M3] Remove 'Z_iqr'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,51,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M3] Add 'range_Y', [Baseline][M3] Remove 'pure_range_z', [Baseline][M3] Add 'linearity_resid_ratio'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,52,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']",[Baseline][M2] Remove 'pca_z'
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,53,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M2] Add 'apex_vec_x', [Baseline][M2] Remove 'pca_z', [Baseline][M2] Add 'range_Y'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,54,horizontal,diagonal_right,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M2] Add 'xy_area_resid', [Baseline][M2] Remove 'pca_z', [Baseline][M2] Add 'ideal_length_pc1'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,55,horizontal,diagonal_right,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M2] Add 'xy_area_resid', [Baseline][M2] Remove 'pca_z', [Baseline][M2] Add 'linearity_resid_ratio'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,56,horizontal,diagonal_right,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M2] Add 'xy_area_resid', [Baseline][M2] Remove 'pca_z', [Baseline][M2] Add 'corr_xy'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,57,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']",No simple fix found
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,58,vertical,diagonal_right,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'pure_range_x', 'pure_range_y', 'pure_range_z', 'pca_z']","[Baseline][M3] Add 'jerk_smooth', [Baseline][M3] Add 'range_Z', [Baseline][M3] Add 'ideal_length_pc1'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],1.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'apex_vec_z', 'pca_z', 'pure_range_x', 'pure_range_y', 'pure_range_z']","[Experimental_Update][M3] Add 'range_Y', [Experimental_Update][M3] Remove 'pure_range_y', [Experimental_Update][M3] Remove 'pca_z'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],1.0,48,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'apex_vec_z', 'pca_z', 'pure_range_x', 'pure_range_y', 'pure_range_z']","[Experimental_Update][M3] Remove 'apex_vec_z', [Experimental_Update][M3] Add 'linearity_resid_ratio', [Experimental_Update][M3] Add 'range_Y'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],1.0,49,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'apex_vec_z', 'pca_z', 'pure_range_x', 'pure_range_y', 'pure_range_z']","[Experimental_Update][M3] Add 'range_Y', [Experimental_Update][M3] Remove 'apex_vec_z', [Experimental_Update][M3] Remove 'pca_z'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],1.0,51,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'apex_vec_z', 'pca_z', 'pure_range_x', 'pure_range_y', 'pure_range_z']","[Experimental_Update][M3] Add 'range_Y', [Experimental_Update][M3] Remove 'apex_vec_z', [Experimental_Update][M3] Remove 'pca_z'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],1.0,52,horizontal,diagonal_left,M2 (Missed Horiz),M2,"['Y_iqr', 'Z_iqr', 'apex_vec_z', 'pca_z', 'pure_range_x', 'pure_range_y', 'pure_range_z']","[Experimental_Update][M2] Add 'range_X', [Experimental_Update][M2] Remove 'pca_z', [Experimental_Update][M2] Add 'xy_area_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,34,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'range_Y', [Experimental_Update][M1] Remove 'helix_thickness', [Experimental_Update][M1] Add 'Y_iqr'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,35,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'apex_vec_x', [Experimental_Update][M1] Remove 'corr_xy', [Experimental_Update][M1] Remove 'helix_thickness'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,36,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'corr_xy', [Experimental_Update][M1] Remove 'helix_thickness', [Experimental_Update][M1] Add 'Y_iqr'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,37,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']",No simple fix found
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,41,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'pure_range_y', [Experimental_Update][M1] Add 'turn_angle_sum', [Experimental_Update][M1] Remove 'linearity_resid_ratio'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,43,diagonal_left,horizontal,M2 (False Horiz),M2,"['Y_iqr', 'Z_iqr', 'apex_vec_z', 'pca_z', 'pure_range_x', 'pure_range_y', 'pure_range_z']","[Experimental_Update][M2] Add 'xy_area_resid', [Experimental_Update][M2] Add 'range_Z', [Experimental_Update][M2] Remove 'apex_vec_z'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,44,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']",[Experimental_Update][M4] Add 'apex_vec_z'
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,46,diagonal_left,diagonal_right,M4 (L->R Fail),M4,"['corr_xy', 'apex_vec_x', 'apex_vec_y']","[Experimental_Update][M4] Remove 'apex_vec_y', [Experimental_Update][M4] Add 'apex_vec_z'"
