Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],3.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'pca_z_clean', [Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'Y_iqr'"
1,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],3.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'corr_xy_clean', [Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'Y_iqr'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'linearity_shape', [Experimental_Update][M1] Add 'apex_vec_y', [Experimental_Update][M1] Add 'clean_range_Y'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],3.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'pca_z_clean', [Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Add 'Y_iqr'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],3.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Add 'pca_z_clean'"
3,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],2.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'max_reach', [Baseline][M1] Remove 'deviation_max', [Baseline][M1] Remove 'helix_thickness'"
3,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],3.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'deviation_max', [Baseline][M1] Remove 'helix_thickness'"
3,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'max_reach', [Experimental_Update][M1] Remove 'deviation_max', [Experimental_Update][M1] Remove 'helix_thickness'"
3,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],3.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'deviation_max', [Experimental_Update][M1] Remove 'helix_thickness'"
4,Baseline,linear,feature_extractor,['LINEAR_DRIFT'],3.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'apex_vec_z', [Baseline][M1] Add 'ldlj', [Baseline][M1] Add 'apex_vec_y'"
4,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],3.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'apex_vec_x', [Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Add 'dwt_energy_detail'"
5,Experimental_Update,linear,feature_extractor,['LINEAR_DRIFT'],2.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'ideal_length_pc1', [Experimental_Update][M3] Add 'linearity_resid', [Experimental_Update][M3] Add 'xy_area_resid'"
