Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Add 'Z_iqr', [Experimental_Update][M1] Remove 'xy_area_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Remove 'helix_thickness', [Experimental_Update][M1] Add 'start_x_rel'"
2,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,49,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'X_iqr', [Experimental_Update][M3] Add 'pca_1_z', [Experimental_Update][M3] Add 'linearity_shape'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'pca_z_clean', [Baseline][M1] Add 'ideal_length_pc1'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,48,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'xy_area_resid', [Baseline][M1] Add 'pca_z_clean'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,49,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'xy_area_resid', [Baseline][M1] Add 'pca_z_clean'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'xy_area_resid', [Baseline][M1] Add 'ideal_length_pc1'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,5,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'xy_area_resid', [Baseline][M1] Remove 'deviation_max'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,48,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'xy_area_resid', [Baseline][M1] Add 'pca_z_clean'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,49,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'clean_range_Y', [Baseline][M1] Add 'xy_area_resid', [Baseline][M1] Add 'ideal_length_pc1'"
