Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'xy_area_resid', [Baseline][M1] Remove 'corr_xy_clean', [Baseline][M1] Remove 'helix_thickness'"
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,35,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'xy_area_resid', [Baseline][M1] Remove 'corr_xy_clean', [Baseline][M1] Remove 'helix_thickness'"
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'linearity_shape', [Baseline][M1] Add 'apex_vec_z'"
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,40,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Add 'apex_vec_y', [Baseline][M1] Remove 'deviation_max'"
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Add 'deviation_max', [Baseline][M3] Remove 'Y_iqr', [Baseline][M3] Add 'ratio_pca_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],100.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],100.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Add 'pca_z_clean', [Experimental_Update][M1] Remove 'linearity_shape'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,36,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,38,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid', [Experimental_Update][M1] Remove 'corr_xy_clean'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,35,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Remove 'linearity_shape'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,36,circle,vertical,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Add 'clean_range_Y', [Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_shape'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,38,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid', [Experimental_Update][M1] Remove 'corr_xy_clean'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,40,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_shape', [Experimental_Update][M1] Remove 'radius_ratio_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,41,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max', 'linearity_resid']","[Experimental_Update][M1] Remove 'xy_area_resid', [Experimental_Update][M1] Remove 'linearity_resid', [Experimental_Update][M1] Remove 'corr_xy_clean'"
