Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['DRIFT'],3.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'Z_iqr', [Baseline][M1] Add 'apex_vec_y', [Baseline][M1] Add 'max_reach'"
1,Baseline,linear,feature_extractor,['DRIFT'],5.0,34,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']",No simple fix found
1,Baseline,linear,feature_extractor,['DRIFT'],5.0,35,circle,vertical,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Add 'max_reach', [Baseline][M1] Remove 'ratio_pca_resid'"
1,Baseline,linear,feature_extractor,['DRIFT'],5.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'max_reach', [Baseline][M1] Add 'apex_vec_z', [Baseline][M1] Add 'ideal_length_pc1'"
1,Experimental_Update,linear,feature_extractor,['DRIFT'],5.0,35,circle,diagonal_right,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'helix_thickness', [Experimental_Update][M1] Remove 'corr_xy', [Experimental_Update][M1] Add 'Z_iqr'"
3,Baseline,linear,feature_extractor,['DRIFT'],5.0,57,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'pca_z']","[Baseline][M3] Add 'radius_ratio_resid', [Baseline][M3] Add 'dwt_energy_detail', [Baseline][M3] Remove 'range_Y'"
3,Baseline,linear,feature_extractor,['DRIFT'],5.0,32,vertical,circle,M1 (False Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Add 'apex_vec_y', [Baseline][M1] Remove 'linearity_resid_ratio'"
3,Experimental_Update,linear,feature_extractor,['DRIFT'],5.0,49,diagonal_right,horizontal,M2 (False Horiz),M2,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']","[Experimental_Update][M2] Add 'apex_vec_x', [Experimental_Update][M2] Add 'corr_xy', [Experimental_Update][M2] Remove 'apex_vec_z'"
3,Experimental_Update,linear,feature_extractor,['DRIFT'],5.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_resid_ratio', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'radius_ratio_resid', [Experimental_Update][M1] Add 'apex_vec_x'"
5,Baseline,linear,feature_extractor,['DRIFT'],5.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'pca_z']","[Baseline][M3] Remove 'Y_iqr', [Baseline][M3] Add 'turn_angle_sum', [Baseline][M3] Add 'apex_vec_x'"
5,Experimental_Update,linear,feature_extractor,['DRIFT'],5.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'range_X', 'range_Y', 'range_Z', 'apex_vec_z', 'pca_z']","[Experimental_Update][M3] Add 'linearity_resid_ratio', [Experimental_Update][M3] Add 'turn_angle_sum', [Experimental_Update][M3] Add 'deviation_max'"
