Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'deviation_max', [Baseline][M3] Add 'corr_xy_clean'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'apex_vec_x', [Experimental_Update][M1] Add 'pca_1_z', [Experimental_Update][M1] Remove 'xy_area_resid'"
1,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'deviation_max', [Experimental_Update][M3] Remove 'pca_z_clean', [Experimental_Update][M3] Add 'corr_xy_clean'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,5,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'radius_ratio_resid', [Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Remove 'deviation_max'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'helix_thickness', [Baseline][M1] Remove 'deviation_max'"
3,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'clean_range_Z', [Experimental_Update][M1] Add 'Z_iqr', [Experimental_Update][M1] Add 'ideal_length_pc1'"
3,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,48,diagonal_right,circle,M1 (False Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Add 'jerk_smooth', [Experimental_Update][M1] Remove 'corr_xy_clean', [Experimental_Update][M1] Add 'pca_z_clean'"
3,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Experimental_Update][M1] Remove 'helix_thickness', [Experimental_Update][M1] Remove 'deviation_max'"
4,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,28,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Remove 'apex_vec_z', [Baseline][M3] Add 'turn_angle_sum'"
4,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,29,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'deviation_max', [Baseline][M3] Add 'slope_xy_clean'"
4,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,28,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'clean_range_Z', [Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'deviation_max'"
4,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'radius_ratio_resid', [Baseline][M1] Add 'start_x_rel'"
4,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,29,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'deviation_max', [Baseline][M3] Add 'slope_xy_clean'"
4,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,30,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Remove 'apex_vec_z', [Baseline][M3] Add 'turn_angle_sum'"
4,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,29,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'linearity_shape', [Experimental_Update][M3] Add 'corr_xy_clean', [Experimental_Update][M3] Add 'X_iqr'"
4,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,28,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'start_x_rel', [Experimental_Update][M3] Add 'max_reach', [Experimental_Update][M3] Remove 'clean_range_X'"
4,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,29,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'corr_xy_clean', [Experimental_Update][M3] Add 'X_iqr', [Experimental_Update][M3] Remove 'pca_z_clean'"
4,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,28,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'max_reach', [Experimental_Update][M3] Remove 'clean_range_X', [Experimental_Update][M3] Add 'pca_1_z'"
4,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['linearity_shape', 'ratio_pca_resid', 'xy_area_resid', 'corr_xy_clean', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']",[Experimental_Update][M1] Remove 'radius_ratio_resid'
4,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,29,vertical,diagonal_left,M3 (Missed Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'apex_vec_x', [Experimental_Update][M3] Add 'start_x_rel', [Experimental_Update][M3] Add 'max_reach'"
5,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Add 'linearity_resid', [Baseline][M3] Remove 'pca_z_clean'"
5,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Remove 'clean_range_Z', [Baseline][M3] Remove 'pca_z_clean', [Baseline][M3] Add 'helix_thickness'"
5,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'linearity_resid', [Experimental_Update][M3] Remove 'pca_z_clean'"
5,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'helix_thickness', [Experimental_Update][M3] Remove 'pca_z_clean', [Experimental_Update][M3] Remove 'clean_range_Z'"
5,Experimental_Update,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,44,diagonal_left,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Experimental_Update][M3] Add 'deviation_max', [Experimental_Update][M3] Add 'helix_thickness', [Experimental_Update][M3] Remove 'pca_z_clean'"
