Iter,Config,Kernel,Extractor,Mode,Level,Sample_ID,Label,Predicted,Cause,Failed_Model,Active_Features,Suggestion
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'start_x_rel', [Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'xy_area_resid'"
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,37,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'start_x_rel', [Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'xy_area_resid'"
1,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,48,diagonal_right,vertical,M3 (False Vert),M3,"['Y_iqr', 'Z_iqr', 'clean_range_X', 'clean_range_Y', 'clean_range_Z', 'apex_vec_z', 'pca_z_clean']","[Baseline][M3] Add 'start_y_rel', [Baseline][M3] Add 'ldlj', [Baseline][M3] Remove 'apex_vec_z'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],200.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'start_x_rel', [Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'xy_area_resid'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,48,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'pca_1_z', [Baseline][M1] Remove 'deviation_max'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],300.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'start_x_rel', [Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'xy_area_resid'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,5,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'deviation_max', [Baseline][M1] Add 'xy_area_resid'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,48,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'pca_1_z', [Baseline][M1] Remove 'deviation_max'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,49,diagonal_right,circle,M1 (False Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Add 'start_x_rel', [Baseline][M1] Add 'X_iqr', [Baseline][M1] Add 'max_reach'"
3,Baseline,linear,feature_extractor,['LINEAR_DISTORTION'],400.0,0,circle,diagonal_left,M1 (Missed Circle),M1,"['ratio_pca_resid', 'radius_ratio_resid', 'helix_thickness', 'deviation_max']","[Baseline][M1] Remove 'deviation_max', [Baseline][M1] Add 'xy_area_resid'"
